500000 4000
9990 62790 10 9991
9991 62790 11 9992
9992 62790 12 9993
9993 62790 13 9994
9994 62790 14 9995
9995 62790 15 9996
9996 62790 16 9997
9997 62790 17 9998
9998 62790 18 9999
9999 62790 19 10000
10000 62790 20 10001
10001 62790 21 162290
10002 59379 2 474733
10003 0 0 0
10004 0 0 0
10005 2346 72 225465
10006 50623 57 252092
10007 0 0 0
10008 37659 34 282491
10009 61539 99 464036
10010 39677 26 358007
10011 0 0 0
10012 24330 104 145170
10013 48849 2 16782
10014 4876 75 10015
10015 4876 76 10016
10016 4876 77 9918
10017 57122 58 364
10018 0 0 0
10019 0 0 0
10020 45656 40 287379
10021 61013 134 1
10022 43665 40 10023
10023 43665 41 10024
10024 43665 42 10025
10025 43665 43 10026
10026 43665 44 10027
10027 43665 45 10028
10028 43665 46 10029
10029 43665 47 281200
10030 40087 23 203406
10031 33208 135 101047
10032 0 0 0
10033 0 0 0
10034 6730 67 151675
10035 0 0 0
10036 60515 86 6902
10037 0 0 0
10038 46458 49 353758
10039 0 0 0
10040 44083 1 10041
10041 44083 2 10042
10042 44083 3 10043
10043 44083 4 10044
10044 44083 5 10045
10045 44083 6 10046
10046 44083 7 10047
10047 44083 8 10048
10048 44083 9 10049
10049 44083 10 10050
10050 44083 11 10051
10051 44083 12 10052
10052 44083 13 10053
10053 44083 14 10054
10054 44083 15 10055
10055 44083 16 10056
10056 44083 17 10057
10057 44083 18 10058
10058 44083 19 10059
10059 44083 20 10060
10060 44083 21 10061
10061 44083 22 10062
10062 44083 23 10063
10063 44083 24 10064
10064 44083 25 10065
10065 44083 26 10066
10066 44083 27 10067
10067 44083 28 10068
10068 44083 29 10069
10069 44083 30 10070
10070 44083 31 10071
10071 44083 32 10072
10072 44083 33 10073
10073 44083 34 10074
10074 44083 35 10075
10075 44083 36 10076
10076 44083 37 10077
10077 44083 38 10078
10078 44083 39 10079
10079 44083 40 10080
10080 44083 41 10081
10081 44083 42 10082
10082 44083 43 10083
10083 44083 44 10084
10084 44083 45 10085
10085 44083 46 10086
10086 44083 47 10087
10087 44083 48 10088
10088 44083 49 10089
10089 44083 50 10090
10090 44083 51 10091
10091 44083 52 10092
10092 44083 53 10093
10093 44083 54 10094
10094 44083 55 10095
10095 44083 56 10096
10096 44083 57 10097
10097 44083 58 10098
10098 44083 59 10099
10099 44083 60 10100
10100 44083 61 10101
10101 44083 62 10102
10102 44083 63 10103
10103 44083 64 10104
10104 44083 65 10105
10105 44083 66 10106
10106 44083 67 10107
10107 44083 68 10108
10108 44083 69 10109
10109 44083 70 10110
10110 44083 71 10111
10111 44083 72 10112
10112 44083 73 10113
10113 44083 74 10114
10114 44083 75 10115
10115 44083 76 10116
10116 44083 77 10117
10117 44083 78 10118
10118 44083 79 10119
10119 44083 80 10120
10120 44083 81 10121
10121 44083 82 10122
10122 44083 83 10123
10123 44083 84 10124
10124 44083 85 10125
10125 44083 86 10126
10126 44083 87 10127
10127 44083 88 10128
10128 44083 89 10129
10129 44083 90 10130
10130 44083 91 10131
10131 44083 92 10132
10132 44083 93 10133
10133 44083 94 10134
10134 44083 95 10135
10135 44083 96 10136
10136 44083 97 10137
10137 44083 98 10138
10138 44083 99 10139
10139 44083 100 10140
10140 44083 101 10141
10141 44083 102 10142
10142 44083 103 10143
10143 44083 104 10144
10144 44083 105 10145
10145 44083 106 10146
10146 44083 107 10147
10147 44083 108 10148
10148 44083 109 10149
10149 44083 110 10150
10150 44083 111 10151
10151 44083 112 10152
10152 44083 113 10153
10153 44083 114 10154
10154 44083 115 10155
10155 44083 116 10156
10156 44083 117 10157
10157 44083 118 10158
10158 44083 119 10159
10159 44083 120 10160
10160 44083 121 10161
10161 44083 122 10162
10162 44083 123 10163
10163 44083 124 10164
10164 44083 125 10165
10165 44083 126 10166
10166 44083 127 10167
10167 44083 128 10168
10168 44083 129 10169
10169 44083 130 10170
10170 44083 131 10171
10171 44083 132 10172
10172 44083 133 10173
10173 44083 134 10174
10174 44083 135 10175
10175 44083 136 10176
10176 44083 137 10177
10177 44083 138 10178
10178 44083 139 10179
10179 44083 140 10180
10180 44083 141 10181
10181 44083 142 10182
10182 44083 143 10183
10183 44083 144 10184
10184 44083 145 10185
10185 44083 146 10186
10186 44083 147 10187
10187 44083 148 10188
10188 44083 149 10189
10189 44083 150 10190
10190 44083 151 10191
10191 44083 152 10192
10192 44083 153 10193
10193 44083 154 10194
10194 44083 155 10195
10195 44083 156 10196
10196 44083 157 10197
10197 44083 158 10198
10198 44083 159 10199
10199 44083 160 10200
10200 44083 161 10201
10201 44083 162 10202
10202 44083 163 10203
10203 44083 164 10204
10204 44083 165 10205
10205 44083 166 10206
10206 44083 167 10207
10207 44083 168 10208
10208 44083 169 10209
10209 44083 170 10210
10210 44083 171 10211
10211 44083 172 10212
10212 44083 173 10213
10213 44083 174 10214
10214 44083 175 10215
10215 44083 176 10216
10216 44083 177 10217
10217 44083 178 10218
10218 44083 179 10219
10219 44083 180 317516
10220 63897 127 275980
10221 0 0 0
10222 13164 52 10223
10223 13164 53 10224
10224 13164 54 10225
10225 13164 55 10226
10226 13164 56 10227
10227 13164 57 10228
10228 13164 58 10229
10229 13164 59 471712
10230 60670 28 181144
10231 0 0 0
10232 3237 121 235460
10233 0 0 0
10234 41991 33 265308
10235 64465 26 312792
10236 21478 130 280086
10237 0 0 0
10238 5447 1 10239
10239 5447 2 10240
10240 5447 3 10241
10241 5447 4 10242
10242 5447 5 10243
10243 5447 6 10244
10244 5447 7 10245
10245 5447 8 10246
10246 5447 9 10247
10247 5447 10 10248
10248 5447 11 10249
10249 5447 12 10250
10250 5447 13 10251
10251 5447 14 10252
10252 5447 15 10253
10253 5447 16 10254
10254 5447 17 10255
10255 5447 18 10256
10256 5447 19 10257
10257 5447 20 10258
10258 5447 21 10259
10259 5447 22 10260
10260 5447 23 10261
10261 5447 24 10262
10262 5447 25 10263
10263 5447 26 10264
10264 5447 27 10265
10265 5447 28 10266
10266 5447 29 10267
10267 5447 30 10268
10268 5447 31 10269
10269 5447 32 10270
10270 5447 33 10271
10271 5447 34 10272
10272 5447 35 10273
10273 5447 36 10274
10274 5447 37 10275
10275 5447 38 10276
10276 5447 39 10277
10277 5447 40 10278
10278 5447 41 10279
10279 5447 42 10280
10280 5447 43 10281
10281 5447 44 10282
10282 5447 45 10283
10283 5447 46 10284
10284 5447 47 10285
10285 5447 48 10286
10286 5447 49 10287
10287 5447 50 10288
10288 5447 51 10289
10289 5447 52 10290
10290 5447 53 10291
10291 5447 54 10292
10292 5447 55 10293
10293 5447 56 10294
10294 5447 57 10295
10295 5447 58 10296
10296 5447 59 10297
10297 5447 60 10298
10298 5447 61 10299
10299 5447 62 10300
10300 5447 63 10301
10301 5447 64 10302
10302 5447 65 10303
10303 5447 66 10304
10304 5447 67 10305
10305 5447 68 10306
10306 5447 69 39667
10307 7910 8 325491
10308 3960 24 216650
10309 0 0 0
10310 5554 97 279134
10311 0 0 0
10312 62642 18 5110
10313 0 0 0
10314 2540 14 422382
10315 15451 60 10316
10316 15451 61 10317
10317 15451 62 370885
10318 31264 50 11002
10319 0 0 0
10320 62914 106 158992
10321 0 0 0
10322 0 0 0
10323 34043 9 274356
10324 10440 159 474108
10325 0 0 0
10326 1176 14 10327
10327 1176 15 10328
10328 1176 16 10329
10329 1176 17 478735
10330 41102 123 335908
10331 62461 76 10332
10332 62461 77 10333
10333 62461 78 332649
10334 51769 54 440666
10335 62206 113 10336
10336 62206 114 10337
10337 62206 115 495629
10338 6807 32 10339
10339 6807 33 10340
10340 6807 34 10341
10341 6807 35 10342
10342 6807 36 10343
10343 6807 37 10344
10344 6807 38 228135
10345 28956 79 298316
10346 0 0 0
10347 18819 26 386944
10348 40436 117 121936
10349 32676 42 369992
10350 28435 106 493716
10351 0 0 0
10352 1441 74 369826
10353 59252 94 240008
10354 21378 38 10355
10355 21378 39 409435
10356 55231 57 100756
10357 56928 79 10358
10358 56928 80 10359
10359 56928 81 10360
10360 56928 82 10361
10361 56928 83 10362
10362 56928 84 10363
10363 56928 85 10364
10364 56928 86 10365
10365 56928 87 19336
10366 15179 155 335658
10367 0 0 0
10368 38931 57 228190
10369 0 0 0
10370 0 0 0
10371 58521 35 484960
10372 58206 27 67014
10373 1031 20 430556
10374 43721 184 271520
10375 0 0 0
10376 17151 59 130051
10377 0 0 0
10378 0 0 0
10379 13819 68 368053
10380 15207 5 211519
10381 0 0 0
10382 45414 132 351034
10383 47938 30 10384
10384 47938 31 10385
10385 47938 32 10386
10386 47938 33 10387
10387 47938 34 10388
10388 47938 35 10389
10389 47938 36 10390
10390 47938 37 10391
10391 47938 38 10392
10392 47938 39 10393
10393 47938 40 155841
10394 62940 100 312748
10395 0 0 0
10396 13869 33 219618
10397 0 0 0
10398 53073 109 244447
10399 32676 33 397350
10400 0 0 0
10401 59360 59 10402
10402 59360 60 10403
10403 59360 61 10404
10404 59360 62 10405
10405 59360 63 376698
10406 42665 28 10407
10407 42665 29 10408
10408 42665 30 10409
10409 42665 31 10410
10410 42665 32 178486
10411 19853 97 10412
10412 19853 98 10413
10413 19853 99 10414
10414 19853 100 10415
10415 19853 101 10416
10416 19853 102 10417
10417 19853 103 10418
10418 19853 104 10419
10419 19853 105 446150
10420 58469 34 488077
10421 0 0 0
10422 41709 21 477656
10423 49077 21 10424
10424 49077 22 10425
10425 49077 23 205624
10426 7167 31 47936
10427 0 0 0
10428 0 0 0
10429 3555 42 310405
10430 36814 24 460674
10431 0 0 0
10432 9159 68 39851
10433 0 0 0
10434 35515 61 477650
10435 37247 96 41143
10436 25466 28 10437
10437 25466 29 10438
10438 25466 30 10439
10439 25466 31 10440
10440 25466 32 10441
10441 25466 33 414072
10442 25537 82 10443
10443 25537 83 10444
10444 25537 84 10445
10445 25537 85 10446
10446 25537 86 10447
10447 25537 87 10448
10448 25537 88 10449
10449 25537 89 10450
10450 25537 90 10451
10451 25537 91 10452
10452 25537 92 10453
10453 25537 93 10454
10454 25537 94 10455
10455 25537 95 10456
10456 25537 96 10457
10457 25537 97 10458
10458 25537 98 10459
10459 25537 99 286726
10460 2078 148 246276
10461 22070 142 354021
10462 60354 113 10463
10463 60354 114 10464
10464 60354 115 10465
10465 60354 116 8385
10466 54810 121 10467
10467 54810 122 10468
10468 54810 123 10469
10469 54810 124 10470
10470 54810 125 10471
10471 54810 126 202436
10472 42045 178 37002
10473 0 0 0
10474 21024 96 437344
10475 0 0 0
10476 13819 130 402611
10477 26162 159 314169
10478 24339 44 18370
10479 39926 12 198385
10480 46964 81 10481
10481 46964 82 335538
10482 54435 46 10483
10483 54435 47 10484
10484 54435 48 10485
10485 54435 49 10486
10486 54435 50 10487
10487 54435 51 291789
10488 43320 75 8267
10489 0 0 0
10490 57610 1 10491
10491 57610 2 10492
10492 57610 3 10493
10493 57610 4 10494
10494 57610 5 10495
10495 57610 6 10496
10496 57610 7 10497
10497 57610 8 10498
10498 57610 9 10499
10499 57610 10 10500
10500 57610 11 10501
10501 57610 12 10502
10502 57610 13 10503
10503 57610 14 52522
10504 48970 114 41862
10505 0 0 0
10506 11736 108 180873
10507 0 0 0
10508 5587 57 485116
10509 0 0 0
10510 36804 177 382942
10511 63056 97 240968
10512 44861 57 454524
10513 50174 71 10514
10514 50174 72 1
10515 0 0 0
10516 4087 148 304906
10517 7371 117 299501
10518 0 0 0
10519 0 0 0
10520 41360 128 493005
10521 0 0 0
10522 3463 134 425712
10523 4692 13 493853
10524 25544 48 68694
10525 0 0 0
10526 51686 104 10527
10527 51686 105 10528
10528 51686 106 10529
10529 51686 107 253040
10530 41306 102 60298
10531 0 0 0
10532 48405 1 10533
10533 48405 2 10534
10534 48405 3 10535
10535 48405 4 10536
10536 48405 5 10537
10537 48405 6 387626
10538 46763 23 97000
10539 0 0 0
10540 14864 164 10541
10541 14864 165 1
10542 54788 136 87334
10543 0 0 0
10544 58159 118 10545
10545 58159 119 10546
10546 58159 120 10547
10547 58159 121 10548
10548 58159 122 10549
10549 58159 123 10550
10550 58159 124 10551
10551 58159 125 416238
10552 7620 119 389607
10553 46847 25 10554
10554 46847 26 10555
10555 46847 27 78726
10556 44502 176 10557
10557 44502 177 10558
10558 44502 178 10559
10559 44502 179 250184
10560 65305 1 10561
10561 65305 2 10562
10562 65305 3 1
10563 0 0 0
10564 0 0 0
10565 0 0 0
10566 27254 30 10567
10567 27254 31 10568
10568 27254 32 10569
10569 27254 33 53768
10570 35279 138 36690
10571 0 0 0
10572 22723 41 210714
10573 48764 13 10574
10574 48764 14 10575
10575 48764 15 10576
10576 48764 16 10577
10577 48764 17 10578
10578 48764 18 463052
10579 63897 32 83822
10580 12549 97 10581
10581 12549 98 336528
10582 37247 110 68852
10583 51988 130 10584
10584 51988 131 10585
10585 51988 132 10586
10586 51988 133 10587
10587 51988 134 10588
10588 51988 135 10589
10589 51988 136 10590
10590 51988 137 10591
10591 51988 138 53416
10592 19110 163 10593
10593 19110 164 10594
10594 19110 165 10595
10595 19110 166 10596
10596 19110 167 10597
10597 19110 168 10598
10598 19110 169 10599
10599 19110 170 10600
10600 19110 171 10601
10601 19110 172 10602
10602 19110 173 10603
10603 19110 174 10604
10604 19110 175 10605
10605 19110 176 10606
10606 19110 177 10607
10607 19110 178 10608
10608 19110 179 10609
10609 19110 180 10610
10610 19110 181 10611
10611 19110 182 10612
10612 19110 183 10613
10613 19110 184 10614
10614 19110 185 10615
10615 19110 186 10616
10616 19110 187 1
10617 0 0 0
10618 27404 87 1
10619 0 0 0
10620 2309 206 22288
10621 20598 61 317667
10622 53832 3 499088
10623 0 0 0
10624 33339 122 105867
10625 44763 108 17243
10626 59324 34 493313
10627 0 0 0
10628 44763 20 60357
10629 0 0 0
10630 26137 108 10631
10631 26137 109 10632
10632 26137 110 10633
10633 26137 111 220414
10634 42678 116 49091
10635 0 0 0
10636 34752 23 428321
10637 0 0 0
10638 2326 66 299626
10639 0 0 0
10640 0 0 0
10641 0 0 0
10642 38660 60 96072
10643 0 0 0
10644 4335 25 295514
10645 0 0 0
10646 17511 32 382424
10647 7620 94 93576
10648 18952 16 322116
10649 0 0 0
10650 21024 146 293404
10651 62452 123 73352
10652 26496 25 156943
10653 0 0 0
10654 33245 54 160577
10655 0 0 0
10656 17374 84 115950
10657 39427 121 10658
10658 39427 122 10659
10659 39427 123 220764
10660 33245 57 232880
10661 43937 77 10662
10662 43937 78 10663
10663 43937 79 10664
10664 43937 80 10665
10665 43937 81 10666
10666 43937 82 10667
10667 43937 83 10668
10668 43937 84 10669
10669 43937 85 10670
10670 43937 86 10671
10671 43937 87 10672
10672 43937 88 10673
10673 43937 89 10674
10674 43937 90 10675
10675 43937 91 10676
10676 43937 92 10677
10677 43937 93 10678
10678 43937 94 10679
10679 43937 95 10680
10680 43937 96 10681
10681 43937 97 10682
10682 43937 98 10683
10683 43937 99 10684
10684 43937 100 10685
10685 43937 101 10686
10686 43937 102 10687
10687 43937 103 10688
10688 43937 104 10689
10689 43937 105 10690
10690 43937 106 10691
10691 43937 107 10692
10692 43937 108 10693
10693 43937 109 10694
10694 43937 110 10695
10695 43937 111 10696
10696 43937 112 10697
10697 43937 113 10698
10698 43937 114 10699
10699 43937 115 10700
10700 43937 116 10701
10701 43937 117 10702
10702 43937 118 10703
10703 43937 119 10704
10704 43937 120 10705
10705 43937 121 10706
10706 43937 122 10707
10707 43937 123 10708
10708 43937 124 10709
10709 43937 125 1
10710 53355 46 299340
10711 0 0 0
10712 15686 63 357113
10713 14851 135 326503
10714 31544 132 10715
10715 31544 133 10716
10716 31544 134 208312
10717 15412 21 33347
10718 55693 18 93210
10719 22283 16 10720
10720 22283 17 10721
10721 22283 18 10722
10722 22283 19 10723
10723 22283 20 3523
10724 40388 133 230314
10725 0 0 0
10726 8844 3 173738
10727 49530 29 422672
10728 7167 112 204568
10729 0 0 0
10730 32676 8 138436
10731 0 0 0
10732 23514 83 145718
10733 0 0 0
10734 38354 80 449072
10735 0 0 0
10736 32090 54 149234
10737 0 0 0
10738 36435 17 10739
10739 36435 18 305740
10740 46923 6 296013
10741 63025 98 10742
10742 63025 99 10743
10743 63025 100 10744
10744 63025 101 10745
10745 63025 102 10746
10746 63025 103 10747
10747 63025 104 74862
10748 3125 48 282416
10749 45193 67 201600
10750 0 0 0
10751 31434 48 93799
10752 17374 54 279809
10753 47854 188 10754
10754 47854 189 166000
10755 30126 81 354065
10756 52459 42 154712
10757 0 0 0
10758 10602 84 123062
10759 0 0 0
10760 0 0 0
10761 0 0 0
10762 22080 23 260728
10763 52337 122 96558
10764 4334 53 178492
10765 14528 204 10766
10766 14528 205 1
10767 0 0 0
10768 45769 7 235322
10769 34029 29 306925
10770 0 0 0
10771 1629 110 96950
10772 0 0 0
10773 1057 78 463175
10774 44311 85 267641
10775 20089 86 40370
10776 13718 47 10777
10777 13718 48 10778
10778 13718 49 10779
10779 13718 50 10780
10780 13718 51 10781
10781 13718 52 338326
10782 58769 97 465956
10783 0 0 0
10784 30829 13 10950
10785 0 0 0
10786 59083 23 74905
10787 0 0 0
10788 33768 132 10789
10789 33768 133 1
10790 26633 58 406008
10791 32891 11 256773
10792 26070 95 94926
10793 8583 27 2327
10794 35560 33 425748
10795 53684 63 470838
10796 52438 25 104542
10797 0 0 0
10798 0 0 0
10799 14375 176 108106
10800 63972 11 342884
10801 0 0 0
10802 41994 37 418488
10803 0 0 0
10804 0 0 0
10805 50485 159 110674
10806 24943 81 10807
10807 24943 82 10808
10808 24943 83 10809
10809 24943 84 10810
10810 24943 85 10811
10811 24943 86 10812
10812 24943 87 10813
10813 24943 88 10814
10814 24943 89 10815
10815 24943 90 10816
10816 24943 91 10817
10817 24943 92 10818
10818 24943 93 10819
10819 24943 94 10820
10820 24943 95 10821
10821 24943 96 10822
10822 24943 97 300994
10823 14927 59 53812
10824 54884 176 181172
10825 38354 126 65275
10826 61539 50 83426
10827 0 0 0
10828 40289 75 10829
10829 40289 76 10830
10830 40289 77 10831
10831 40289 78 10832
10832 40289 79 10833
10833 40289 80 10834
10834 40289 81 10835
10835 40289 82 10836
10836 40289 83 10837
10837 40289 84 10838
10838 40289 85 10839
10839 40289 86 1
10840 64738 56 10841
10841 64738 57 10842
10842 64738 58 355342
10843 59632 87 135841
10844 61316 92 356228
10845 0 0 0
10846 31538 122 195441
10847 0 0 0
10848 2118 30 10849
10849 2118 31 10850
10850 2118 32 10851
10851 2118 33 10852
10852 2118 34 10853
10853 2118 35 10854
10854 2118 36 10855
10855 2118 37 10856
10856 2118 38 10857
10857 2118 39 10858
10858 2118 40 10859
10859 2118 41 10860
10860 2118 42 10861
10861 2118 43 496624
10862 51890 160 221628
10863 0 0 0
10864 18499 131 9126
10865 4334 33 354943
10866 31264 6 299128
10867 62062 175 10868
10868 62062 176 109262
10869 4911 107 185213
10870 0 0 0
10871 0 0 0
10872 19353 34 140299
10873 57526 11 10874
10874 57526 12 10875
10875 57526 13 10876
10876 57526 14 353881
10877 40742 46 313909
10878 0 0 0
10879 0 0 0
10880 28131 34 462828
10881 0 0 0
10882 55616 21 10883
10883 55616 22 10884
10884 55616 23 10885
10885 55616 24 206024
10886 59309 88 152747
10887 39738 58 33352
10888 49077 55 10889
10889 49077 56 109446
10890 33346 80 347914
10891 14202 93 10892
10892 14202 94 10893
10893 14202 95 10894
10894 14202 96 10895
10895 14202 97 10896
10896 14202 98 10897
10897 14202 99 10898
10898 14202 100 10899
10899 14202 101 385554
10900 30513 24 124105
10901 14927 133 425284
10902 45881 125 294134
10903 0 0 0
10904 5744 38 10905
10905 5744 39 10906
10906 5744 40 10907
10907 5744 41 10908
10908 5744 42 10909
10909 5744 43 10910
10910 5744 44 10911
10911 5744 45 10912
10912 5744 46 10913
10913 5744 47 10914
10914 5744 48 10915
10915 5744 49 10916
10916 5744 50 10917
10917 5744 51 10918
10918 5744 52 10919
10919 5744 53 90891
10920 25278 98 240714
10921 0 0 0
10922 31590 94 42976
10923 0 0 0
10924 7486 108 10925
10925 7486 109 10926
10926 7486 110 4923
10927 59197 2 75829
10928 7371 78 133310
10929 0 0 0
10930 59252 62 75486
10931 37713 93 177681
10932 2020 50 303983
10933 0 0 0
10934 41929 90 10935
10935 41929 91 10936
10936 41929 92 10937
10937 41929 93 10938
10938 41929 94 222036
10939 4067 174 431260
10940 0 0 0
10941 39710 67 469747
10942 0 0 0
10943 54810 110 10944
10944 54810 111 10945
10945 54810 112 10946
10946 54810 113 10947
10947 54810 114 427462
10948 18063 61 421118
10949 0 0 0
10950 30829 14 441602
10951 0 0 0
10952 19156 19 285627
10953 0 0 0
10954 42279 63 10955
10955 42279 64 10956
10956 42279 65 10957
10957 42279 66 10958
10958 42279 67 10959
10959 42279 68 10960
10960 42279 69 10961
10961 42279 70 10962
10962 42279 71 10963
10963 42279 72 448629
10964 28423 33 366916
10965 2200 39 407576
10966 14850 79 134032
10967 0 0 0
10968 62501 7 10969
10969 62501 8 10970
10970 62501 9 10971
10971 62501 10 10972
10972 62501 11 10973
10973 62501 12 392054
10974 707 57 162777
10975 0 0 0
10976 63783 129 202789
10977 6646 3 338488
10978 0 0 0
10979 0 0 0
10980 22572 16 248087
10981 0 0 0
10982 58143 8 227294
10983 0 0 0
10984 33346 47 395572
10985 47186 74 384160
10986 45970 48 364168
10987 0 0 0
10988 10988 47 247300
10989 23574 45 3553
10990 44682 23 119708
10991 0 0 0
10992 34775 32 10993
10993 34775 33 10994
10994 34775 34 10995
10995 34775 35 418977
10996 42345 104 108855
10997 0 0 0
10998 14566 53 317270
10999 0 0 0
11000 1048 11 414833
11001 0 0 0
11002 31264 51 498202
11003 36653 40 498423
11004 56244 85 276873
11005 0 0 0
11006 44615 21 368705
11007 23091 142 396522
11008 46923 16 174970
11009 0 0 0
11010 62285 106 11011
11011 62285 107 11012
11012 62285 108 11013
11013 62285 109 11014
11014 62285 110 11015
11015 62285 111 11016
11016 62285 112 11017
11017 62285 113 11018
11018 62285 114 11019
11019 62285 115 248718
11020 25777 14 69312
11021 0 0 0
11022 56171 41 11023
11023 56171 42 230279
11024 45574 58 170038
11025 0 0 0
11026 0 0 0
11027 5775 19 11028
11028 5775 20 11029
11029 5775 21 26314
11030 14886 177 323968
11031 39546 158 11032
11032 39546 159 11033
